"record_id","post_title","creator_name","post_type","post_url","mention_url","post_views","mention_views","linkedin_view_count","youtube_view_count","tiktok_view_count","threads_view_count"
"rec6VEmeTsn29Ug53","Forget Excel formulas. Leave 2008 behind.","Toha Khan","Single post X","https://x.com/HeyToha/status/1958955522625085601","https://x.com/HeyToha/status/1958955522625085601","15600","15600","","","",""
"rec6VXjSZ39C8EKof","Md Santo + Mocha + Dedicated thread X","Md Santo","Dedicated thread X","https://x.com/codeMdSanto/status/2001146004683506010","","7400","","","","",""
"rec6W6oW6zbbzvNO9","Vipin Gautam (Viipin I Gautam) + Base44+ Amplification X","Vipin Gautam (Viipin I Gautam)","Amplification X","https://x.com/viipin8/status/2037209226909802702","","23000","","","","",""
"rec6WH0Pr2NADy6qL","Ben Pierron + Mocha","Ben Pierron","Dedicated thread X","https://x.com/Ben_escrito/status/1980666482494185766","https://x.com/Ben_escrito/status/1980666720130834852","9940","","","","",""
"rec6YRVeUX4Z8Qytk","🚨 Gamma is about to replace Excel formulas.","","Dedicated thread X","https://x.com/socialwithaayan/status/1960386959513411755","https://x.com/socialwithaayan/status/1960387097350823988","28000","87","","","",""
"rec6YaInAqQwbnwPs","Over 100,000 people already trust Caesr to:","Aakash Verma","Single post X","https://x.com/VermaAakash3/status/1973060110533656908","https://x.com/VermaAakash3/status/1973060110533656908","17700","17700","","","",""
"rec6YtWbHbSzqjCbQ","Manish Kumar Shah + Anam AI+ Amplification X","Manish Kumar Shah","Amplification X","https://x.com/manishkumar_dev/status/2023791281533751433","","6285","","","","",""
"rec6ZCK9ScneAMomG","Future Coded + Base44+ Amplification X","Future Coded","Amplification X","https://x.com/future_coded/status/2039036263152660779","","5313","","","","",""
"rec6bY4b0ZgEpqomO","Manish Kumar Shah + GoMarble AI+ Amplification X","Manish Kumar Shah","Amplification X","https://x.com/manishkumar_dev/status/2046974958472135163","","","","","","",""
"rec6dCWETq0xGh572","Matías Schrank + Mocha+ Amplification X","Matías Schrank","Amplification X","https://x.com/MatiasSchrank/status/2020973147063976389","","24700","","","","",""
"rec6dcpLM5M7Zss5t","Not Jerome Powell + Alt-X+ Amplification X","Not Jerome Powell","Amplification X","https://x.com/alifarhat79/status/2034344406250127502?s=46&t=qVtVgGxeVhysKZ6rMiUlJQ","","59100","","","","",""
"rec6ea9uRAd7XMbBX","kamran Hassan + Base44+ Amplification X","kamran Hassan","Amplification X","https://x.com/Rana_kamran43/status/2045161909591445733","","","","","","",""
"rec6egiOKMGg2BvZx","Charly Wargnier + Hey Noah AI+ Linkedin Post","Charly Wargnier","Linkedin Post","https://www.linkedin.com/posts/charlywargnier_why-do-most-ai-powered-productivity-apps-ugcPost-7437560897713287170-K9d7?utm_source=share&utm_medium=member_desktop&rcm=ACoAAACujVIBELJUczPlLYfAh_gqHCQQreVjgc4","","1232","","","","",""
"rec6gastCHZk4BOPI","Fiverr +  @MeetGamma  = $6,128 per month  (Even my grandmother can do it)  Here are the 3 simple steps to follow ↓","Rasel Hosen","Dedicated thread X","https://x.com/arnill_dev/status/1890308507372847450","https://x.com/details_with_ai/status/1890308507372847450","","","","","",""
"rec6geptH2j0imzxG","This tool already made PowerPoint look like a platform from the stone age.  And if Canva doesn't wake up soon, they'll be left behind as well.  The latest update of @MeetGamma shows exactly why they're the leader of the AI design wave.","Aftahi Rahman","Single post X","https://x.com/aftahi_ai/status/1947875718660227144","https://x.com/aftahi_ai/status/1947875718660227144","3582","3582","","","",""
"rec6hCXUnm5zIun0n","Dhaval Makwana + Templafy+ Amplification X","Dhaval Makwana","Amplification X","https://x.com/heydhavall/status/2037535958711840800?s=46","","3701","","","","",""
"rec6iLgXl4J8pk2fJ","","Tech Halla","Dedicated thread X","https://x.com/techhalla/status/1863540816251105378","https://x.com/techhalla/status/1863540816251105378","","","","","",""
"rec6ivezC5lwAeSRU","Earn up to $2,500 daily freelancing with Perplexity and ","Saxxhii ","Single post X","https://x.com/saxxhii_/status/1895500015206125984","https://x.com/saxxhii_/status/1895500015206125984","","","","","",""
"rec6jCfqxJVx447m2","A killer productivity hack: Claude Sonnet 4 + Gamma","Princy Gogia","Single post X","https://x.com/therjrajesh/status/1950756115152547869","https://x.com/therjrajesh/status/1950756115152547869","36000","36000","","","",""
"rec6jExR8ND3G5TTg","Rafael Estrela + ""Fabi AI ""+ Amplification X","Rafael Estrela","Amplification X","https://x.com/TextoCriativo/status/2011122855585386787","","6261","","","","",""
"rec6jk8KhwxbPAqYQ","Dedicated thread ","Future Coded","Dedicated thread X","https://x.com/future_coded/status/1923686263288365189?s=46&t=mH4qI38aTNVo7q8VeHDEEg","https://x.com/future_coded/status/1923686263288365189?s=46&t=mH4qI38aTNVo7q8VeHDEEg","17","","","","",""
"rec6l9h5ofzTuABWN","Brock X YouWare TikTok","Brock Mesarich | AI for Non Techies","Tiktok post","https://www.tiktok.com/@brockmesarich/video/7589748687161675063","","1532","","","","",""
"rec6lPm3ANSaLDLL4","Goodbye Canva!","Abhishek","Dedicated thread X","https://x.com/HeyAbhishekk/status/1927312345711185984","https://x.com/HeyAbhishekk/status/1927312538233917809","","","","","",""
"rec6mN9hjv3oe9vsX","Canva just got replaced!  This AI tool creates scroll-stopping social media posts in 60 seconds from a simple prompt.  Here’s how it works: 👇","Arsalan Khan","Dedicated thread X","https://x.com/AIwithArsalan/status/1909550586028278210","https://x.com/AIwithArsalan/status/1909550642479440085","","","","","","554"
"rec6mSicv7xz39WPt","Mocha just changed the game.","Chidanand Tripathi","Single post X","https://x.com/thetripathi58/status/1958575007337968069","https://x.com/thetripathi58/status/1958575007337968069","30200","","","","",""
"rec6mmK9MP04h3v3L","Before we continue, I want to thank @meetgamma—the world's most powerful presentation maker—for partnering with me on this post.  Watch how quickly gamma.app created a presentation about the Top 10 countries by GDP in 2025:","","Thread mention X","https://x.com/theepicmap/status/1939142406634643925?t=80Aaw6LQ9zRshUlYgJ4IvA&s=19","https://x.com/theepicmap/status/1939234606752112887?t=U1U2U5-uRue6GUS4npktIw&s=19","384","","","","",""
"rec6n8gnJYYiqtJ8F","Gina Acosta + Rocket.new+ Amplification X","Gina Acosta","Amplification X","https://x.com/ginacostag_/status/2041608247224815997","","22400","","","","",""
"rec6ntyxOW3Ghlsf4","100+ AI tools to finish months of work in minutes:","Manish Kumar Shah","Listicle X","https://x.com/manishkumar_dev/status/1894250802786832888","https://x.com/manishkumar_dev/status/1894250802786832888","","","","","",""
"rec6oI384uStnLIOO","No Experience? No Problem!  Earn up to $10,000 every month.  Fiverr + Gamma = Money  Make money with Gamma and Fiverr.","Abu siddik","Dedicated thread X","https://x.com/codewith_antor/status/1892553043096531287","https://x.com/codewith_antor/status/1892553043096531287","","","","","","138"
"rec6pcldMDWbeTVfv","Markandey Sharma + Wisprflow+ Amplification LI","Markandey Sharma","Amplification LI ","https://www.linkedin.com/posts/markandey-sharma_i-havent-seen-this-level-of-excitement-around-activity-7427413961601454080-YZSl","","29031","","","","",""
"rec6pg8Po1FsJh2gR","BoringBiz_ + GoMarble AI+ Amplification X","BoringBiz_","Amplification X","https://x.com/BoringBiz_/status/2047091949887226310","","","","","","",""
"rec6qHq9u62gqarlB"," One creates generic slides. The other delivers professional magic!  PowerPoint vs. http://Gamma.app  Here’s the full story: 👇","Arsalan Khan","Dedicated thread X","https://x.com/AIwithArsalan/status/1862467429370405162","https://x.com/AIwithArsalan/status/1862467429370405162","11900","","","","",""
"rec6qbaUZsEceO8nA","Prem + Wisprflow + Amplification LI","Prem","Amplification LI ","https://www.linkedin.com/posts/prem-kumar-9b4682236_heres-a-clean-punchy-rewrite-with-the-same-activity-7427437291368873984-3iS2","","30000","","","","",""
"rec6sGZtIhKTzq4Qm","Amazon wants to be your kid’s doctor now","Simplified AI ","Newsletter ad","exists","","","","","","",""
"rec6t8G314Z9cCOA4","Pradeep Pandey + Wisprflow+ Amplification X","Pradeep Pandey","Amplification X","https://x.com/i/status/2021637284823806138","","1237","","","","",""
"rec6uHH3CCOO63g9I","Esqueça as fórmulas complicadas do Excel. ","Rafael Estrela","Dedicated thread X","https://x.com/TextoCriativo/status/1959966176240406767","https://x.com/TextoCriativo/status/1959966178824057003","56700","144","","","",""
"rec6ui8bmfqlU6czw","Content creation will NEVER be the same again","Rajesh Kumar","Dedicated thread X","https://x.com/aitrendz_xyz/status/1940372798016508025","https://x.com/aitrendz_xyz/status/1940372881931968576","76","","","","","2177"
"rec6vOMy9sREIDJqf","amritwt + Humwork+ Amplification X","amritwt","Amplification X","https://x.com/amritwt/status/2044533143588508108?s=20","","2","","","","",""
"rec6vo4V0Ua4bYFFD","Matías Schrank + Blockit + Amplification X","Matías Schrank","Amplification X","https://x.com/MatiasSchrank/status/2014545384543064463","","13500","","","","",""
"rec6wqs01vWde2OEH","Stop scrolling mindlessly on Netflix.  Here are 15 must-see Netflix movies in 2025:  (Bookmark for later)","Aryan Rakib","Thread mention X","https://x.com/tec_aryan/status/1926332931099750678?t=HlO-GtoX5BV3YFtnpmyiog&s=19","https://x.com/tec_aryan/status/1926333157470531717?t=fE4Jf5BAoYF4WI-QGU3wsw&s=19","","","","","",""
"rec6x5K7tz7xQJRuX","Suryansh Tiwari  + Base44+ Amplification X","Suryansh Tiwari ","Amplification X","https://x.com/i/status/2037213297049751591","","3910","","","","",""
"rec6xixeWPyJ7yoXD","cgtwts + Rocket.new+ Amplification X","cgtwts","Amplification X","https://x.com/cgtwts/status/2029597615416135712?s=46","","168400","","","","",""
"rec6xrPiUDiSrWuSi","X ad","Chris","Thread mention X","https://x.com/chatgpt21/status/1957850587686736340?s=46&t=IlfqhmqkNtCFojJSEVvrFQ","https://x.com/chatgpt21/status/1957868136809562350?s=46&t=IlfqhmqkNtCFojJSEVvrFQ","167900","7571","","","",""
"rec6xufz9uf7dH2V9","Awa K. Penn + ""YouWare "" + Dedicated thread X","Awa K. Penn","Dedicated thread X","https://x.com/TawohAwa/status/1988610392134963451?s=20","","8921","","","","",""
"rec6yXYLtqffwa6qt","Nayeem Sheikh + Rocket.new+ Amplification X","Nayeem Sheikh","Amplification X","https://x.com/HeyNayeem/status/2041555571594371461","","927","","","","",""
"rec6zGZb8twoVORue","Aaliya + Rocket.new+ Amplification X","Aaliya","Amplification X","https://x.com/aaliya_va/status/2041825863059255634?s=20","","6256","","","","",""
"rec6zH1Ec4RjobhUg","Output = Nayeem Sheikh + Tracelight + Amplification X","Nayeem Sheikh","Amplification X","https://x.com/HeyNayeem/status/2013648302232027453","","15800","","","","",""
"rec6zKWQmwD5cq98c","Nijol + Rocket.new+ Amplification X","Nijol","Amplification X","https://x.com/Nijol71/status/2041553311426617407","","12600","","","","",""
"rec710JaEUTX7oJR8","100k+ people are already using Caesr to:","Nelly R Q","Single post X","https://x.com/nrqa__/status/1973070439950778374","https://x.com/nrqa__/status/1973070439950778374","1532","1532","","","",""
"rec71CW0Yw5dLyz3x","","BlueMoso","Amplification LI ; Amplification X","done","","","","","","",""
"rec71CkJB8bRjamNZ","Marco | IA + Base44+ Amplification X","Marco | IA","Amplification X","https://x.com/Marco_Exito/status/2038655747219701777?s=20","","11800","","","","",""
"rec71Do2bbnIB897D","Robin Singh + YouWare + Instagram Post","Robin Singh","Instagram post","https://www.instagram.com/p/DRSH0Wpk9te/","","228000","","","","",""
"rec71nUr62UJX56ba","Juan Dussán + Mocha + Instagram post","Juan Dussán","Instagram post","https://www.instagram.com/reel/DTA6KUNEe7-/","","13100","","","","",""
"rec71wTTn9uWlmYCg","72+ AI tools to finish months of work in minutes.","Rasel Hosen","Listicle X","https://x.com/details_with_ai/status/1893162017118396477","https://x.com/details_with_ai/status/1893162017118396477","620","","","","",""
"rec72KWBomZFhq5Bn","When you think of ""quiet luxury,"" you're thinking of The Row.","Hasan Ubermenscchh","Thread mention X","https://x.com/Ubermenscchh/status/1923042998218260777","https://x.com/Ubermenscchh/status/1923043107236610325","","","","","",""
"rec73MJn4RRxXammV","November 1st thread","Mujeeb Ahmed","Dedicated thread X","https://x.com/hey_mujeebahmed/status/1857277985356746942","https://x.com/hey_mujeebahmed/status/1857277985356746942","","","","","",""
"rec73kJVTcplRrgPY","Notion just leveled up with Gamma.","Toha Khan","Dedicated thread X","https://x.com/HeyToha/status/1961767216254455905","https://x.com/HeyToha/status/1961767416322748589","29200","249","","","",""
"rec74OEunybQgGFfw","Bishal Nandi + YouWare + Dedicated thread X","Bishal Nandi","Dedicated thread X","https://x.com/LearnWithBishal/status/1989696681919828450","","14900","","","","",""
"rec74SitYbjNWh8oZ","AI is spiraling out of control.","Rasel Hosen","Thread mention X","https://x.com/arnill_dev/status/1850054309490327693","https://x.com/arnill_dev/status/1850054309490327693","","","","","",""
"rec759lI6h6zCDqoC","Hasan Toxr + Base44+ Amplification X","Hasan Toxr","Amplification X","https://x.com/hasantoxr/status/2045586668153922044?s=46","","","","","","",""
"rec75agmys0b1nZNF","Antonio Costa + Dedicated thread X   ","Antonio Costa | IA","Dedicated thread X","https://x.com/xetgepete/status/1979605978208243982","https://x.com/xetgepete/status/1979606053839872164","88700","5598","","","",""
"rec76KCaJLrE40OOK","Output = Farhan + Blockit + Amplification X","Farhan","Amplification X","https://x.com/mhdfaran/status/2014393181643919465","","1184","","","","",""
"rec76KR0Pfk0D91jE","What comes in mind when you think of India??","","Thread mention X","https://x.com/theepicmap/status/1903814478560367026?t=ogW0v3Vp6ZHw0Hyd2V3k0g&s=19","https://x.com/theepicmap/status/1903814817439154345?t=TnZYelGB17c4uEEcTGqhZA&s=19","129","","","","",""
"rec76MnehATRNtIhU","Chase Dimond Twitter/X Post for Gamma","","Single post X","https://x.com/ecomchasedimond/status/1948397197277761981","https://x.com/ecomchasedimond/status/1948397197277761981","36200","36200","","","",""
"rec76bwKRZ3AaJXsu","The Beauty of Wildlife ~ A Thread 🧵","India Tales","Thread mention X","https://x.com/indiatales7/status/1933771514211426770?s=46","https://x.com/indiatales7/status/1933771666724671964?s=46","136000","","","","",""
"rec76kwByXbmZuT56","2025 is the year of AI agents and @GetLindy just dropped Agent Builder","Nelly R Q","Single post X","https://x.com/nrqa__/status/1952506818175144259","https://x.com/nrqa__/status/1952506818175144259","1216","1216","","","",""
"rec776oEcVcOYTZGn","AnujFabi AI   Amplification X","Anuj","Amplification X","https://x.com/anujcodes_21/status/2011106633913680095","","5552","","","","",""
"rec77W8S1QReLlqgN","Mujeeb Ahmed + Mocha + Amplification X","Mujeeb Ahmed","Amplification X","https://x.com/i/status/2000639428554064045","","13700","","","","",""
"rec77kimEBtvWm12J","PowerPoint was just the beginning. ","Markandey Sharma","Single post X","https://x.com/TechByMarkandey/status/1915684724527517851","https://x.com/TechByMarkandey/status/1915684736502292836","","","","","","551"
"rec784SXOwLDpptWb","Abu siddik + Base44+ Amplification X","Abu siddik","Amplification X","https://x.com/hey_abusiddik/status/2031763095920775273","","6299","","","","",""
"rec78dFRgzRSswJTh","Nayeem Sheikh + Lindy+ Dedicated thread X","Nayeem Sheikh","Dedicated thread X","https://x.com/HeyNayeem/status/2022380161661047247","","38600","","","","",""
"rec78nNyCzh1RF1YD","I've tried hundreds of AI tools.","Succeeded Mind","Dedicated thread X","https://x.com/SucceededMind/status/1889284508702458128","https://x.com/SucceededMind/status/1889284553254318363","","","","","",""
"rec78zmiK9mOQ0l1Z","Gamma","Alif Hossain","Listicle X","https://x.com/alifcoder/status/1891500768412516847","https://x.com/alifcoder/status/1891500768412516847","","","","","",""
"rec79Vo6V4ryWUMan","Patrick Ranger + ""YouWare "" + Dedicated thread X","Patrick Ranger","Dedicated thread X","https://x.com/AIBuzzNews/status/1988977661591584997","","4927","","","","",""
"rec79Z1SWXnFYwJh0","The 15 Most Successful Young Entrepreneurs of All Time","Chidanand Tripathi","Thread mention X","https://x.com/thetripathi58/status/1926543741591961876","https://x.com/thetripathi58/status/1926543942390079933","892","","","","","896"
"rec7ADsVzlOK5Gua6","PowerPoint was launched in 1987.","EyeingAI","Dedicated thread X","https://x.com/EyeingAI/status/1984318543920579046","https://x.com/EyeingAI/status/1984318843452604623","40400","446","","","",""
"rec7FpICTsrZH49PN","There are good workers and bad ones.","Aryan Rakib","Thread mention X","https://x.com/tec_aryan/status/1927429025024119263","https://x.com/tec_aryan/status/1927429192137719941","1000","","","","",""
"rec7GLInT94pSz6iO","12 companies built around a single product:","Hasan Ubermenscchh","Thread mention X","https://x.com/Ubermenscchh/status/1919407938139246720","https://x.com/Ubermenscchh/status/1919408071589392864","","","","","",""
"rec7I5oQRtsiRGmsk","Med1_Ai + Rocket.new+ Amplification X","Med1_Ai","Amplification X","https://x.com/Med1_Ai/status/2029633684681413075","","485","","","","",""
"rec7IMXTs1vnn4hhb","Alex Prompter + Lindy + Amplification X","Alex Prompter","Amplification X","https://x.com/alex_prompter/status/1991618773275848957","","3616","","","","",""
"rec7IXOv7SnvQs30r","Some inventions feel like they’ve been plucked straight from the future! 😱  10 Insane Tech Innovations You Won’t Believe Are Real ↓  Prepare for your brain to go 💥","Bishal Nandi","Thread mention X","https://x.com/LearnWithBishal/status/1860363874635002023","https://x.com/LearnWithBishal/status/1860363884080595175","","","","","",""
"rec7JbIRS5zWltGQJ","Madrid Zone x Gamma ","Madrid Zone","Thread mention X","https://x.com/theMadridZone/status/1918616167104618998","https://x.com/theMadridZone/status/1918733149544022347","237000","","","","",""
"rec7Je40JYMlRpV6c","Nargis Mita + Base44+ Amplification X","Nargis Mita","Amplification X","https://x.com/i/status/2030158989854711921","","5961","","","","",""
"rec7K6usuEu2Y312G","Triveni + YouWare + Instagram","Triveni","Instagram post","https://www.instagram.com/reel/DR1xQC7Dw9y/?igsh=cTY2dWoxczN5OXpx","","7323","","","","",""
"rec7L0oWR40CvO2e2","Jay Bisen + Base44+ Amplification X","Jay Bisen","Amplification X","https://x.com/i/status/2031770389773529162","","2764","","","","",""
"rec7L6VRQfLSmZMJD","🚨 BREAKING: The content creation game just changed.","Pradeep Pandey","Dedicated thread X","https://x.com/Div_pradeep/status/1910256968067092593","https://x.com/Div_pradeep/status/1910257023167705237","","","","","",""
"rec7LQR1sGd1NY8yR","Forget just replying or searching. With Autopilot by  @GetLindy , AI can now do things like a real user.  My agent? It builds a block list on X… Hands-free.","Princy Gogia","Single post X","https://x.com/therjrajesh/status/1952424513918181870","https://x.com/therjrajesh/status/1952424513918181870","21400","21400","","","",""
"rec7MrC1icNqHaloN","✅ There's an AI for that + Templafy + Newsletter ad","There's an AI for that ","Newsletter ad","https://newsletter.theresanaiforthat.com/p/this-week-in-ai-your-recap-c1e9","","2421179","","","","",""
"rec7NVb1l2Sx7WZSZ","MeetGamma","Amit","Single post X","https://x.com/HeyAmit_/status/1862036286745481667","https://x.com/HeyAmit_/status/1862036286745481667","","","","","",""
"rec7OjFY8IEBqAEj4","Alejandro Martinez | IA + Mocha+ Dedicated thread X","Alejandro Martinez | IA","Dedicated thread X","https://x.com/copyelpadrino/status/2002131727351775369","","82676","","","","",""
"rec7PHIgmDE4wwW6c","BREAKING NEWS!!!!","Nelly R Q","Dedicated thread X","https://x.com/nrqa__/status/1882792406896246913","https://x.com/nrqa__/status/1882792434582876334","","","","","","1232"
"rec7RZnmMRXZ0GSAF","Rajesh Agarwal + Humwork+ Amplification X","Rajesh Agarwal","Amplification X","https://x.com/Rajesh992510253/status/2044446782873293057?s=20","","","","","","",""
"rec7RmD7hV8pV50VW","Alejandro Martinez | IA + Lindy+ Amplification X","Alejandro Martinez | IA","Amplification X","https://x.com/copyelpadrino/status/1991975880562704853","","14200","","","","",""
"rec7S0MxfqTCLsDGP","Mark Gadala-Maria post #2","Mark Gadala-Maria","Dedicated thread X","https://x.com/markgadala/status/1932031899444105430","https://x.com/markgadala/status/1932031901339988002","22800","","","","",""
"rec7TNHLhOEANCo36","https://x.com/socialwithaayan/status/1949703639502831948","","Single post X","https://x.com/socialwithaayan/status/1949703639502831948","https://x.com/socialwithaayan/status/1949703639502831948","9922","9922","","","",""
"rec7TYbveILkdEMNB","AshutoshShrivastava + FlashLabs + Amplification X","AshutoshShrivastava","Amplification X","https://x.com/i/status/2016895643726598331","","5108","","","","",""
"rec7VL5MtQb9R1kDY","Nargis Mita + Base44+ Amplification X","Nargis Mita","Amplification X","https://x.com/hey_ankita/status/2031771558142992815?s=20","","5944","","","","",""
"rec7VNQMYtvQgi8Pe","The AI Colony   Fabi AI   Amplification X","Future Stacked","Amplification X","https://x.com/i/status/2011130893415416279","","49700","","","","",""
"rec7WjiKoas5Sfnyu","Alexander Inspira IA + Rocket.new+ Amplification X","Alexander Inspira IA","Amplification X","https://x.com/alex_inspira/status/2041528521752011260","","24100","","","","",""
"rec7XPjuMS1XsaOHO","Abu siddik + Templafy+ Amplification X","Abu siddik","Amplification X","https://x.com/hey_abusiddik/status/2037543733852602479","","7591","","","","",""
"rec7XeF7bxJYMJbC9","I was blown away by Gamma AI—it's like nothing I've seen before.","Valdo","Dedicated thread X","https://x.com/reachvaldo/status/1899188180060127715","https://x.com/reachvaldo/status/1899188238314877430","","","","","",""
"rec7XohH3drjstcGb","Shubhangi Shrivastava + Wisprflow + Amplification LI #8","Sanika jain","Amplification LI ","https://www.linkedin.com/posts/shubhangi-shrivastava-39161bb7_weve-spent-years-arguing-blue-bubbles-activity-7427406177287819264-oLRm","","50212","","","","",""
"rec7ZLZbhlMTCWfRx","Simply Digital dedicated video (TT)","Simply Digital","Tiktok post","https://vm.tiktok.com/ZNRaFmwTu/","","1618","","","","",""
"rec7a3uFDnXLuobH3","Chubby + Anam AI+ Amplification X","Chubby","Amplification X","https://x.com/kimmonismus/status/2023787275092717929?s=20","","33100","","","","",""
"rec7a47O0Zdy5jKrg","I’m convinced Ross Edgley isn’t human  • Swam 157 days without setting foot on land • Ran a marathon dragging a 1,400 kg car for 19 hours • Climbed a rope equal to Everest’s height in 20 hours  How he did that will rip off your mental limitations forever:","Md Riyazuddin","Thread mention X","https://x.com/riyazmd774/status/1928422100382912882?t=t2_3L1ArZit_xsGi8RgFiQ&s=19","https://x.com/riyazmd774/status/1928422406978187494?t=wSIaTtcQpj136-xnhxsoZg&s=19","","","","","",""
"rec7aRFEYrogaoVDy","pushkar soni + GoMarble AI+ Amplification X","pushkar soni","Amplification X","https://x.com/pushkersoni72/status/2023785984400531522","","2801","","","","",""
"rec7cLfj8ye41NGHA","Japan is a different world altogether 🇯🇵  Open the Thread and Be Amazed🧵","India Tales","Thread mention X","https://x.com/indiatales7/status/1906668545603440927?s=46","https://x.com/indiatales7/status/1906668622145348041?s=46","","","","","",""
"rec7eVHqfjSihl4xG","Output = Nelly R Q + Lindy + Amplification X","Nelly R Q","Amplification X","https://x.com/nrqa__/status/1991652240030068804","","769","","","","",""
"rec7fa1IYUoEm9hUC","Markandey Sharma + Base44+ Amplification X","Markandey Sharma","Amplification X","https://x.com/techbymarkandey/status/2038647144148804025","","15600","","","","",""
"rec7fiIpzfM4Y2wkA","20 WILD Netflix Movies To Watch This Weekend.  No 5 is a must-watch!","Tanvir Anjum","Thread mention X","https://x.com/codemindtanvir/status/1868178507202969754","https://x.com/codemindtanvir/status/1868178863895072889","2000","","","","",""
"rec7h5NxCxyZu1ykm","uiux_harshit + Higgsfield+ Amplification X","uiux_harshit","Amplification X","https://x.com/uiux_harshit/status/2044316879272255685?s=20","","739","","","","",""
"rec7hfICk0vM65IMF","Elvis X Gamma Linkedin","elvis","Linkedin Post","https://www.linkedin.com/posts/omarsar_nano-banana-pro-is-insanely-good-combine-activity-7409231414732304385-qNHb?utm_source=share&utm_medium=member_desktop&rcm=ACoAACxhXeUBTYZYCwIa4nsvSBsETtrS0uhGNPc","","1220","","","","",""
"rec7ibdt4aeu32ww6","Write a LinkedIn Post Showcasing How Lindy Helped Chase Dimond, the Email Marketing Nerd, Succeed as CI CMO","Chase Dimond","Linkedin Post","https://www.linkedin.com/posts/chasedimond_while-youre-stuck-in-meetings-someone-just-activity-7398713900508090369-f0jJ/","","10212","","","","",""
"rec7idxWYVazetMWg","Aakash Verma + Engramme+ Amplification X","Aakash Verma","Amplification X","https://x.com/vermaaakash3/status/2042274882059407530","","2308","","","","",""
"rec7iugu0DKDOG0Jp","AI Highlight + Hey Noah AI+ Amplification X","Future Stacked","Amplification X","https://x.com/aihighlight/status/2034307108653445124?s=46","","5823","","","","",""
"rec7jTWZesa9nzdMF","Manthan Patel | Gamma | LinkedIn Post","Manthan Patel","Linkedin Post","https://www.linkedin.com/posts/leadgenmanthan_emails-to-decks-in-minutes-activity-7432731641355087872-lcFP","","23000","","","","",""
"rec7joqzN3PXWRuSm","You can now turn your Notion pages into stunning visuals with zero design effort.  Gamma supports Notion links out of the box, meaning you can transform your second brain into a sleek presentation, landing page, or document in seconds.  Here’s how it works:  1. Go to Notion and publish your page 2. Copy the link and head to https://gamma.app/?utm_content=Dhaval_Makwana&utm_medium=creator 3. Click “Import from URL” and paste the link  Gamma’s AI will instantly format your content into a beautiful, on-brand presentation with perfectly matched visuals.  No more exporting Notion content into Canva. No more tweaking slides manually.  Whether it's a client proposal, team update, or planning doc — make it engaging, fast.","Dhaval Makwana","Single post X","https://x.com/heyDhavall/status/1957714460984111549","https://x.com/heyDhavall/status/1957714460984111549","12300","12300","","","",""
"rec7k5a0lcz51j0Xp","Amit + Base44+ Amplification X","Amit","Amplification X","https://x.com/HeyAmit_/status/2045158925386015137","","","","","","",""
"rec7lP7laDbJiEarw","In 1975, Kodak was the world's most powerful photo company, worth $31 Billion.","Chidanand Tripathi","Thread mention X","https://x.com/thetripathi58/status/1895406120300355839","https://x.com/thetripathi58/status/1895406137287335953","700","","","","",""
"rec7m7u7Ji0S9AiOk","Manish Kumar Shah + Cube Dev+ Amplification LI","Manish Kumar Shah","Amplification LI ","https://www.linkedin.com/posts/keydunov_three-months-in-ga-and-were-already-transforming-ugcPost-7427017760909500416-BJTA","","","","","","",""
"rec7mDZt67ix8Qkvm","Carson Hoffman - Post #1 - X","Carson Hoffman","Single post X","https://x.com/carsonbhoffman/status/2011830737050480669?s=46&t=-_tr96wojo9y0znT1lTC4A","","69","","","","",""
"rec7mJuhYQe8yweR4","Polanco | IA + Mutiny+ Amplification X","Polanco | IA","Amplification X","https://x.com/polanco_ia/status/2041555042969502138?s=46&t=USaXP59uIrMJrR-drDF7zw","","9581","","","","",""
"rec7nxRWiiPHKXr43","Jordan X GoMarble TikTok use case ","Jordan West","Dedicated thread X","https://x.com/jordantwestecom/status/2002107137208500259","","1143","","","","",""
"rec7oXQQ09QR2JskN","Rajesh Agarwal + Mutiny+ Amplification X","Rajesh Agarwal","Amplification X","https://x.com/i/status/2041549683169087925","","1251","","","","",""
"rec7pdQpdiSIHZFFV","This app hit 20M users in 18 months, and I get why.","Succeeded Mind","Single post X","https://x.com/SucceededMind/status/1900881061690962402","https://x.com/SucceededMind/status/1900881061690962402","47900","","","","",""
"rec7phhYlCKs1DJDq","Grok 3 just dropped, and the internet is already going crazy with it.  People are pushing the limits with insane use cases.  Here are 8 mind-blowing examples.","Adarsh Chetan","Thread mention X","https://x.com/adarshchetan/status/1892526465163702743?s=46","https://x.com/adarshchetan/status/1892526538048122889?s=46","","","","","",""
"rec7piUiqROjMrIIf","Mac","kamran Hassan","Thread mention X","https://x.com/Rana_kamran43/status/1900509089677099044","https://x.com/Rana_kamran43/status/1900509245872988664","1300","","","","",""
"rec7rBllwBW5YE1uP","Amira Zairi + ""YouWare "" + Dedicated thread X","Amira Zairi","Dedicated thread X","https://x.com/azed_ai/status/1988653353853939920?t=n-wlEmAkWeyyTAWi5-G1Hg&s=19","","5894","","","","",""
"rec7rTSTzm1h5tTNv","🚨 Stop wasting 4 hours on slides.","D-Coder","Dedicated thread X","https://x.com/Damn_coder/status/1900412205503570113","https://x.com/Damn_coder/status/1900412259421347855","","","","","",""
